,utterance,pred_idx,pred_values
1514,performance rating,150,leave.leave_guidelines
1515,db share dividend credit account,150,leave.leave_guidelines
1516,retirement age,150,leave.leave_guidelines
1517,identity lifecycle application,150,leave.leave_guidelines
1518,training admin team,150,leave.leave_guidelines
1519,skill future,150,leave.leave_guidelines
1520,new banknote,150,leave.leave_guidelines
1521,country market head,150,leave.leave_guidelines
1522,bos,150,leave.leave_guidelines
1523,2017 performance,150,leave.leave_guidelines
1524,previous employer tax computation,150,leave.leave_guidelines
1525,2017 goal,150,leave.leave_guidelines
1526,ask hr,150,leave.leave_guidelines
1527,pls help np contribution,150,leave.leave_guidelines
1528,pls help pf declaration,150,leave.leave_guidelines
1529,img business hr rep,150,leave.leave_guidelines
1530,monthly payslip,150,leave.leave_guidelines
1531,access learning hub,150,leave.leave_guidelines
1532,img business hr,150,leave.leave_guidelines
1533,chinese new year eve half day,150,leave.leave_guidelines
1534,resume,150,leave.leave_guidelines
1535,eve public holiday,150,leave.leave_guidelines
1536,selfservice portal,150,leave.leave_guidelines
1537,so transition,150,leave.leave_guidelines
1538,so translation,150,leave.leave_guidelines
1539,ad group,150,leave.leave_guidelines
1540,saga account,150,leave.leave_guidelines
1541,early pay,150,leave.leave_guidelines
1542,hi export report bos,150,leave.leave_guidelines
1543,happens change share amount,150,leave.leave_guidelines
1544,see compensation statement,150,leave.leave_guidelines
1545,share dividend attribute salary account,150,leave.leave_guidelines
1546,day inline ph carry forward,150,leave.leave_guidelines
1547,lieu public holiday,150,leave.leave_guidelines
1548,lieu carry forward,150,leave.leave_guidelines
1549,compensation percentile,150,leave.leave_guidelines
1550,send different attachment different email address,150,leave.leave_guidelines
1551,merge tool,150,leave.leave_guidelines
1552,book db auditorium,150,leave.leave_guidelines
1553,book db auditorium,150,leave.leave_guidelines
1554,new iphone,150,leave.leave_guidelines
1555,claim skillsflex,150,leave.leave_guidelines
1556,claim db skillsflex credit,150,leave.leave_guidelines
1557,carpark fee,150,leave.leave_guidelines
1558,skillsflex claim,150,leave.leave_guidelines
1559,performance development,150,leave.leave_guidelines
1560,benefit new promotes vp,150,leave.leave_guidelines
1561,happens so allowance upon promotion next level,150,leave.leave_guidelines
1562,get branch service allowance template,150,leave.leave_guidelines
1563,2018 2019 goal,150,leave.leave_guidelines
1564,performance management 2018,150,leave.leave_guidelines
1565,so transition allowance,150,leave.leave_guidelines
1566,stop share contribution,150,leave.leave_guidelines
1567,contact,150,leave.leave_guidelines
1568,however unable login,150,leave.leave_guidelines
1569,staff mortgage,150,leave.leave_guidelines
1570,lieu weekday,150,leave.leave_guidelines
1571,reflect,150,leave.leave_guidelines
1572,ir56b,150,leave.leave_guidelines
1573,employer return remuneration pension,150,leave.leave_guidelines
1574,share covered person,150,leave.leave_guidelines
1575,half day leave hour,150,leave.leave_guidelines
1576,pride rating list,150,leave.leave_guidelines
1577,goal rating,150,leave.leave_guidelines
1578,salary crediting account tag sal pay,150,leave.leave_guidelines
1579,access nursing room expired,150,leave.leave_guidelines
1580,change profile name learning portal,150,leave.leave_guidelines
1581,it point year,150,leave.leave_guidelines
1582,anyway change pride rating submission,150,leave.leave_guidelines
1583,apply corporate credit card,150,leave.leave_guidelines
1584,need declare share account pip system,150,leave.leave_guidelines
1585,refer client want list company,150,leave.leave_guidelines
1586,ha tell something funny,150,leave.leave_guidelines
1587,friend sir,150,leave.leave_guidelines
1588,maybe tell answer try guess,150,leave.leave_guidelines
1589,hospitalization leave delivery full period converted maternity leave maternity leave begin date delivery,150,leave.leave_guidelines
1590,buy share,150,leave.leave_guidelines
1591,get offer letter,150,leave.leave_guidelines
1592,transition allowance,150,leave.leave_guidelines
1593,receive welcome pack joining db,150,leave.leave_guidelines
1594,db share testing date,150,leave.leave_guidelines
1595,pls see picture,150,leave.leave_guidelines
1596,share transition,150,leave.leave_guidelines
1597,round round change shared contribution share,150,leave.leave_guidelines
1598,chinese new year 2021,150,leave.leave_guidelines
1599,transfer share wealth management account,150,leave.leave_guidelines
1600,share fharmsyg9wh5cha2sn55,150,leave.leave_guidelines
1601,see payslip,150,leave.leave_guidelines
1602,so transition,150,leave.leave_guidelines
1603,unlock college access,150,leave.leave_guidelines
1604,pd review,150,leave.leave_guidelines
1605,eligible db share covered person bank approval required join share covered person bank,150,leave.leave_guidelines
1606,update share contribution amount,150,leave.leave_guidelines
1607,seeded bonus,150,leave.leave_guidelines
1608,employee benefit,150,leave.leave_guidelines
1609,book room,150,leave.leave_guidelines
1610,amend share contribution,150,leave.leave_guidelines
1611,lower share contribution,150,leave.leave_guidelines
1612,any salary,150,leave.leave_guidelines
1613,register share,150,leave.leave_guidelines
1614,okay thank,150,leave.leave_guidelines
1615,apply share,150,leave.leave_guidelines
1616,phone policy,150,leave.leave_guidelines
1617,remark problem,150,leave.leave_guidelines
1618,contribute share,150,leave.leave_guidelines
1619,update contribution share,150,leave.leave_guidelines
1620,withdraw share cash,150,leave.leave_guidelines
1621,change share portion,150,leave.leave_guidelines
1622,share locked period,150,leave.leave_guidelines
1623,link es portal,150,leave.leave_guidelines
1624,retrieve offer letter,150,leave.leave_guidelines
1625,declaration,150,leave.leave_guidelines
1626,ri form,150,leave.leave_guidelines
1627,early pay february chinese new year,150,leave.leave_guidelines
1628,understand mean,150,leave.leave_guidelines
1629,find form lta claim,150,leave.leave_guidelines
1630,rating,150,leave.leave_guidelines
1631,click every year enroll share,150,leave.leave_guidelines
1632,speak hr,150,leave.leave_guidelines
1633,appraisal metric,150,leave.leave_guidelines
1634,bonus coming,150,leave.leave_guidelines
1635,singapore payroll schedule,150,leave.leave_guidelines
1636,leave approval delegation,150,leave.leave_guidelines
1637,cyberbot daily bonus challenge issue,150,leave.leave_guidelines
1638,enroll share,150,leave.leave_guidelines
1639,transfer db share,150,leave.leave_guidelines
1640,resign db share,150,leave.leave_guidelines
1641,find payslip,150,leave.leave_guidelines
1642,apply rental reimbursement,150,leave.leave_guidelines
1643,im good,150,leave.leave_guidelines
1644,matching share,150,leave.leave_guidelines
1645,eligible share,150,leave.leave_guidelines
1646,credit risk policy,150,leave.leave_guidelines
1647,delegate weekday leave,150,leave.leave_guidelines
1648,contro room,150,leave.leave_guidelines
1649,want apply leave 5 feb 2021 pm,150,leave.leave_guidelines
1650,compassionate leave policy,150,leave.leave_guidelines
1651,recruitment,150,leave.leave_guidelines
1652,organisation chart,150,leave.leave_guidelines
1653,contact hr,150,leave.leave_guidelines
1654,increase share,150,leave.leave_guidelines
1655,recommended digital pohtit pad,150,leave.leave_guidelines
1656,hr policy receiving gift,150,leave.leave_guidelines
1657,finished step monday therefore curious letter done,150,leave.leave_guidelines
1658,register share,150,leave.leave_guidelines
1659,last working day db hk 5feb2021 ie tomorrow able selfprint reference letter 3 day separation cant find,150,leave.leave_guidelines
1660,withdraw absence correction,150,leave.leave_guidelines
1661,share testing schedule,150,leave.leave_guidelines
1662,2021 chinese new year early pay,150,leave.leave_guidelines
1663,unable log sabacloud,150,leave.leave_guidelines
1664,register share,150,leave.leave_guidelines
1665,neonatal care leave,150,leave.leave_guidelines
1666,staff mortgage loan,150,leave.leave_guidelines
1667,15 feb holiday,150,leave.leave_guidelines
1668,claim cm paper,150,leave.leave_guidelines
1669,whats new declaration,150,leave.leave_guidelines
1670,sure eligible,150,leave.leave_guidelines
1671,link enroll share,150,leave.leave_guidelines
1672,calculate staff banking 1,150,leave.leave_guidelines
1673,internal mobility 1 year,150,leave.leave_guidelines
1674,pm leave office hour,150,leave.leave_guidelines
1675,pm leave,150,leave.leave_guidelines
1676,db working hour,150,leave.leave_guidelines
1677,change share contribution,150,leave.leave_guidelines
1678,waiver interest nonsalary crediting account,150,leave.leave_guidelines
1679,apply offinlieu leave,150,leave.leave_guidelines
1680,offinlieu leave,150,leave.leave_guidelines
1681,15th feb holiday,150,leave.leave_guidelines
1682,extended probation suppose eligible,150,leave.leave_guidelines
1683,still probation eligible share,150,leave.leave_guidelines
1684,submit lta claim,150,leave.leave_guidelines
1685,55,150,leave.leave_guidelines
1686,db staff benefit,150,leave.leave_guidelines
1687,increase monthly contribution share,150,leave.leave_guidelines
1688,letter spec card,150,leave.leave_guidelines
1689,interest rate calculate,150,leave.leave_guidelines
1690,increase monthly share purchase,150,leave.leave_guidelines
1691,share programme,150,leave.leave_guidelines
1692,close account,150,leave.leave_guidelines
1693,account tagged,150,leave.leave_guidelines
1694,amend share monthly contribution,150,leave.leave_guidelines
1695,comm at url,150,leave.leave_guidelines
1696,change share monthly contribution,150,leave.leave_guidelines
1697,share contribution,150,leave.leave_guidelines
1698,apply db share,150,leave.leave_guidelines
1699,preapproval mom overseas travel,150,leave.leave_guidelines
1700,early payout,150,leave.leave_guidelines
1701,update share amount,150,leave.leave_guidelines
1702,share withdraw needed,150,leave.leave_guidelines
1703,verify authenticity email,150,leave.leave_guidelines
1704,change contribution amount share,150,leave.leave_guidelines
1705,any advance pay,150,leave.leave_guidelines
1706,change share contribution amount,150,leave.leave_guidelines
1707,share selling,150,leave.leave_guidelines
1708,contract,150,leave.leave_guidelines
1709,apply corporate card,150,leave.leave_guidelines
1710,able access dbslearninghubcwfsabacloudcom,150,leave.leave_guidelines
1711,credit card staff,150,leave.leave_guidelines
1712,dress,150,leave.leave_guidelines
1713,fp application went missing,150,leave.leave_guidelines
1714,share transition allowance,150,leave.leave_guidelines
1715,db restricted share,150,leave.leave_guidelines
1716,eligible share,150,leave.leave_guidelines
1717,need kicker share,150,leave.leave_guidelines
1718,enroll share,150,leave.leave_guidelines
1719,hi would like enquiry share,150,leave.leave_guidelines
1720,early release chinese new year,150,leave.leave_guidelines
1721,amend share,150,leave.leave_guidelines
1722,change share contribution,150,leave.leave_guidelines
1723,access people hub,150,leave.leave_guidelines
1724,share leave bank,150,leave.leave_guidelines
1725,transition allowance share scheme end,150,leave.leave_guidelines
1726,share testing,150,leave.leave_guidelines
1727,change share contribution,150,leave.leave_guidelines
1728,share allowance,150,leave.leave_guidelines
1729,maternity leave application,150,leave.leave_guidelines
1730,db share received bonus,150,leave.leave_guidelines
1731,buy share,150,leave.leave_guidelines
1732,change amount share,150,leave.leave_guidelines
1733,increase amount share,150,leave.leave_guidelines
1734,enroll share,150,leave.leave_guidelines
1735,change share contribution,150,leave.leave_guidelines
1736,update contribution share,150,leave.leave_guidelines
1737,learning hub error 120444,150,leave.leave_guidelines
1738,change share contribution,150,leave.leave_guidelines
1739,dash transition,150,leave.leave_guidelines
1740,iran,150,leave.leave_guidelines
1741,change share plan,150,leave.leave_guidelines
1742,share contribution change,150,leave.leave_guidelines
1743,change contribution amount share,150,leave.leave_guidelines
1744,iso transitional allowance,150,leave.leave_guidelines
1745,salary ac interest rate,150,leave.leave_guidelines
1746,interest rate salary ac,150,leave.leave_guidelines
1747,change contribution amount share,150,leave.leave_guidelines
1748,contribute share,150,leave.leave_guidelines
1749,laptop key worn,150,leave.leave_guidelines
1750,investment proof rejected,150,leave.leave_guidelines
1751,download jan salary slip,150,leave.leave_guidelines
1752,promoted childcare leave,150,leave.leave_guidelines
